Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2018-01-01,410.3572082519531,416.1984955604709,409.34230882092925,416.1984955604709,9453202
2018-01-02,410.9886779785156,414.7776438421177,408.8461158821653,411.82315618780285,9499419
2018-01-03,412.6350402832031,417.6869842235914,411.84566745587927,417.2359011321153,13507800
2018-01-04,415.11590576171875,415.7925153663534,413.0410017585423,414.1461117095593,9008932
2018-01-05,416.446533203125,418.09293682430757,415.0933441334718,415.7925063727933,7441284
2018-01-08,418.83721923828125,419.94232920464543,416.5593413551845,417.732109271917,8827020
2018-01-09,424.430419921875,425.76105636721223,416.7848608856887,418.6567609249204,14294571
2018-01-10,425.06195068359375,427.3398286703823,421.9721471450775,425.3551351485362,11727682
2018-01-11,422.9870300292969,425.19724997627475,421.7465740438513,424.81382481136797,7849171
2018-01-12,428.0615234375,429.7755851853166,423.21258288649284,425.3551450160889,15071161
2018-01-15,428.129150390625,432.3466163894021,426.34746092715653,428.51257555164386,11120925
2018-01-16,416.3112487792969,427.47514225135046,414.9806122583727,427.47514225135046,10825151
2018-01-17,417.0104064941406,419.04020528496113,409.1167378386503,417.6870161278635,13204016
2018-01-18,414.84527587890625,419.3108210032062,412.7703718661522,419.0401892042418,9381821
2018-01-19,420.0776672363281,421.47596172795494,415.92785895372054,416.3338066773174,9973533
2018-01-22,438.2104797363281,439.4734582306572,424.0019189820196,427.610433267295,45700733
2018-01-23,443.510498046875,446.9836963953062,439.78922055434435,439.78922055434435,22526810
2018-01-24,435.88751220703125,442.83390922980954,434.218555847728,442.83390922980954,14289485
2018-01-25,435.6845397949219,438.4360233883783,431.2866223768845,436.5866458187778,13669901
2018-01-29,435.05303955078125,440.82666870938357,432.7075036460474,435.81985978860325,9897064
2018-01-30,428.6929931640625,435.6394200905245,428.06148885789435,435.6394200905245,9182956
2018-01-31,433.6096496582031,435.0530494531202,424.70108139311884,428.5125999078273,12551686
2018-02-01,425.738525390625,438.7066609786786,422.46830067999446,434.48922493051293,16524809
2018-02-02,407.9214172363281,425.7836285293097,406.41035952377894,421.7465835984546,28965593
2018-02-05,406.9290771484375,411.5976264878264,397.74990724839324,403.2529046802599,19191099
2018-02-06,402.3958435058594,405.0571464718463,392.8783544453862,395.5847627102706,24062503
2018-02-07,403.433349609375,408.3950837054145,401.4486559709592,407.10955240404417,15532284
2018-02-08,408.0116271972656,410.763140919032,402.5086298640809,405.01206442766744,13825894
2018-02-09,404.989501953125,406.8614020297873,399.6443431944546,400.9975624269433,11580639
2018-02-12,412.9508056640625,414.16867890690486,406.88396199010447,407.31249246188565,11877059
2018-02-14,421.1376953125,425.1296352573042,415.4316935523136,416.33382976512786,22247829
2018-02-15,422.039794921875,426.59555078559913,418.6567768896424,422.9419310564472,13363743
2018-02-16,415.5669860839844,425.1746858316225,414.12355628514746,423.8214666314196,9628162
2018-02-19,418.1380615234375,420.39338678094924,412.0712179123154,415.4316531482148,8941900
2018-02-20,415.47674560546875,419.288263841255,414.4393237206026,419.040184694874,8458450
2018-02-21,419.19805908203125,420.61890614144363,415.9503871531264,419.4912435318384,11917390
2018-02-22,416.9427490234375,419.9423419115749,414.9806081826879,415.88274432524446,11196908
2018-02-23,421.4082946777344,423.0998037102403,416.2210344364443,417.4163550404712,10610664
2018-02-26,423.41552734375,426.2121462879652,422.46828592894076,423.5508432443874,8435611
2018-02-27,428.73809814453125,431.12873924762545,423.2576536831431,423.55083813098463,14021366
2018-02-28,430.5649108886719,431.71512610819195,425.4453089686572,426.68573478497524,56650480
2018-03-01,427.7908935546875,432.97815401462367,426.6857835073761,428.3998452629548,8956590
2018-03-05,416.8299865722656,428.58024887824183,415.70232391948497,425.35512947584044,12325694
2018-03-06,410.8533630371094,422.2878884984344,408.2597479082045,419.0402163692849,16019726
2018-03-07,401.33587646484375,410.13165145651834,400.5690562014126,410.13165145651834,15853546
2018-03-08,411.1239929199219,412.4997648680674,402.9371697366015,404.89928050740883,13283967
2018-03-09,411.86822509765625,414.6873965949324,410.94353636478417,412.68015058387886,10638527
2018-03-12,419.6265869140625,420.88959561664325,413.87551023945906,414.9806202714554,8315150
2018-03-13,420.3257141113281,422.1976442470318,415.58953725846936,420.34826676090654,11148731
2018-03-14,419.062744140625,420.415933253177,414.61975164199714,418.9499808904413,14724464
2018-03-15,411.2818603515625,419.24318711071476,410.4699649080808,417.2359409325208,12711836
2018-03-16,405.98187255859375,410.33465474402203,399.6669494699243,410.0188875123442,30814962
2018-03-19,403.92950439453125,409.0716291712625,402.35075863228377,406.4103561805225,12630833
2018-03-20,401.3583984375,407.76353165339196,400.11797258609823,402.9371441468091,15192983
2018-03-21,404.56097412109375,407.0192732292077,402.93715318602915,403.6362853466712,14715126
2018-03-22,409.635498046875,411.34955980683384,404.0422898407007,404.1550530998625,22129723
2018-03-23,403.20782470703125,405.9593085406354,401.04270984011134,401.7192894170547,23469999
2018-03-26,406.4554443359375,407.8988440233876,402.57626815608535,403.230325106057,13227705
2018-03-27,405.86907958984375,410.80826083009,404.60610099293746,409.2069924599987,15179544
2018-03-28,398.1558532714844,404.087381160223,396.9379800043337,404.0648285091711,19160609
2018-04-02,402.7792663574219,406.3878109597623,399.8699141569618,402.8018190084278,12494499
2018-04-03,405.7563171386719,406.72611126741236,399.3060781216954,401.89972338564985,13922126
2018-04-04,403.6588134765625,411.28181960196497,402.37328237473747,408.07925311671625,14214534
2018-04-05,409.65802001953125,410.46994553504106,407.5380106853567,408.25972560029294,8527915
2018-04-06,410.9210205078125,414.30400854123644,408.21464212521295,409.5678313165127,9664888
2018-04-09,413.17633056640625,414.5295498179548,411.6201675705776,411.6201675705776,7813897
2018-04-10,413.64996337890625,416.7397668082972,412.3418795480901,414.25888493843473,8455132
2018-04-11,419.87469482421875,420.7316955769932,413.1988992406905,415.7925444814497,13140816
2018-04-12,418.9048767089844,422.4908384054444,416.87507797956255,419.4235876612147,10822592
2018-04-13,423.48321533203125,424.76874658961765,418.90490659433334,420.70914884115575,12616816
2018-04-16,422.6712951660156,424.0019618543818,418.81470134393254,421.49852715195965,8934275
2018-04-17,425.9189453125,427.24961193190904,422.19766759522514,424.0019398819726,9599816
2018-04-18,423.09979248046875,427.7006535678688,421.76912589646696,426.37001709421446,7360987
2018-04-19,425.0393981933594,426.2572714662377,421.7465906829031,423.59596829855286,9802587
2018-04-20,418.5440368652344,424.83640739550395,415.5219212956641,423.0998230921463,7326696
2018-04-23,422.19769287109375,425.96407611550336,418.8147047136728,419.491284278947,7674482
2018-04-24,437.55645751953125,440.10499747056497,421.7465971597776,422.1074696941956,19921115
2018-04-25,437.75946044921875,442.8564801184298,434.62455156655096,439.18030760094985,14079382
2018-04-26,439.9471130371094,445.65308421357713,434.038137894078,438.8871083443021,34096999
2018-04-27,449.39697265625,456.0276330343122,444.5254492519564,446.4650375528358,25518647
2018-04-30,434.5117492675781,447.7279631542621,433.02321418489424,442.94668103496565,19406069
2018-05-02,438.7518005371094,441.68370540169326,435.3011244763714,436.180707979886,13381914
2018-05-03,433.74493408203125,441.09730865155825,432.68492943651984,441.09730865155825,8634812
2018-05-04,430.2943115234375,435.1432519081079,428.51259188172276,434.30877371449793,8302649
2018-05-07,437.9849853515625,438.99988477344874,431.37687783879284,432.50454051751655,7683268
2018-05-08,436.225830078125,442.946731139173,435.3687991927189,440.91693224070843,10792648
2018-05-09,440.5560607910156,443.98415423078944,434.03816369193424,435.6845675109028,9831044
2018-05-10,442.56329345703125,444.11948662010474,439.4509372412332,442.0445824762394,8781584
2018-05-11,446.2169189453125,447.14157759949524,441.02965887011214,442.60837448760066,8774740
2018-05-14,445.0215759277344,447.434799861222,440.55603068929673,447.434799861222,5642499
2018-05-15,441.5709228515625,451.06585954578685,440.533470835632,443.4203003822098,10501479
2018-05-16,431.28662109375,439.3381582154933,429.6176948442338,439.3381582154933,18840763
2018-05-17,426.4151611328125,433.02326891130133,424.67854668698635,432.7300844317346,10353948
2018-05-18,421.2279052734375,430.09133859928534,420.3934270195943,426.52792916899483,11440117
2018-05-21,420.1002197265625,422.06236061055927,415.9278587942438,419.829587910935,14491208
2018-05-22,418.0252990722656,421.2955237129561,417.2359261975203,420.91212865596293,11310073
2018-05-23,411.4848327636719,417.68699203223747,410.08650827533467,417.68699203223747,9991028
2018-05-24,413.10870361328125,415.4316870112506,410.5376410410405,412.2742253712908,11632489
2018-05-25,415.3414306640625,416.51419856000246,412.4771839285547,413.1763160699661,17782410
2018-05-28,415.1610107421875,418.13805084580605,414.12355874139683,417.19080944418437,11369679
2018-05-29,413.83038330078125,418.5891129519049,412.4546415231648,415.6572081944072,17878384
2018-05-30,413.221435546875,416.4240022484525,408.9363115111072,412.65761928445704,13105124
2018-05-31,415.5895690917969,416.0180694666095,412.52231818314397,415.43167042230647,37080158
2018-06-01,419.7393798828125,422.0849158533491,414.2814575720555,414.98061987706797,19174278
2018-06-04,424.38531494140625,425.806161986794,419.7393486489328,421.0248797957452,12250151
2018-06-05,427.45257568359375,430.7679056076268,424.452982863655,425.2649083845308,17436812
2018-06-06,430.4972839355469,431.21896876188964,425.19726044035093,427.1594012826668,9164022
2018-06-07,438.142822265625,440.240278912008,430.519815881552,430.72278972919935,14999572
2018-06-08,444.0067138671875,444.9990305048705,433.2938734965516,435.887518676086,14289325
2018-06-11,443.2398986816406,451.0433267393802,441.6160475807655,445.2471448514466,15018718
2018-06-12,449.78033447265625,451.06586565733977,442.1798805063424,443.5781749431606,16285583
2018-06-13,452.19354248046875,453.7271829783274,446.32970263369685,451.0658798133838,12962502
2018-06-14,454.65185546875,456.3884396541503,445.38244519189857,449.9156483486864,11997529
2018-06-15,457.47100830078125,461.6659218064968,450.72758502453894,453.77228322485,24705890
2018-06-18,458.0799560546875,460.290176042999,454.22333234531334,455.0352578804997,12363932
2018-06-19,449.2841796875,457.7416645467269,448.20159223781934,457.3356867255097,13881382
