Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2018-02-20,1285.634033203125,1303.2284348715807,1278.2775312896617,1278.321232436964,1889068
2018-02-21,1328.2230224609375,1337.0857223188896,1292.3138938924083,1298.4042354140563,3089228
2018-02-22,1331.671875,1344.2455474270505,1319.5784888269764,1332.4577495119709,3463010
2018-02-23,1342.8485107421875,1348.611412911259,1306.3063581327651,1331.5845935187244,3362500
2018-02-26,1323.59521484375,1349.026300540356,1319.0110706409282,1342.4993736834972,1363882
2018-02-27,1328.2445068359375,1344.0488635826557,1323.7258091463716,1327.6550744109882,1717800
2018-02-28,1325.0574951171875,1337.6747605963933,1319.11989572218,1325.0356445467646,2706864
2018-03-01,1326.21484375,1336.4745959734223,1318.4873070099954,1331.1482778388995,1718124
2018-03-05,1355.9678955078125,1359.373174067606,1324.140777294598,1331.1479895707776,2858168
2018-03-06,1328.4410400390625,1365.2014807223345,1322.9181750848497,1363.018555425369,1906764
2018-03-07,1321.739501953125,1348.6113354087981,1317.8320867372797,1340.316218745552,1917772
2018-03-08,1311.479736328125,1333.7237249480934,1304.2979330437245,1333.7237249480934,1951826
2018-03-09,1324.6431884765625,1337.3477537527426,1299.8014268214117,1311.9385166121995,1872436
2018-03-12,1332.5233154296875,1346.3848938640901,1325.2542153584106,1328.5286039649625,2091340
2018-03-13,1260.333984375,1283.4292952958278,1253.8725030832604,1276.9678140040885,88067154
2018-03-14,1260.377685546875,1276.1603034066652,1255.2042152315491,1263.0190471449157,3668668
2018-03-15,1252.8681640625,1267.2100263617458,1246.712378479252,1263.913787739303,2348906
2018-03-16,1233.6583251953125,1253.8722338483094,1224.6210361923772,1252.4751830390876,7197482
2018-03-19,1235.972412109375,1243.3943587734016,1231.169976032652,1235.099241913607,3489940
2018-03-20,1250.7508544921875,1254.3962760896723,1230.7333852120248,1231.1699703078787,4024984
2018-03-21,1247.2147216796875,1259.2426647903665,1244.2677716940964,1254.090938312734,3907678
2018-03-22,1236.1253662109375,1255.5969993041367,1232.2833957003515,1248.6116371351322,2326094
2018-03-23,1230.362548828125,1237.326168095742,1221.5872501891174,1223.3117404256138,3654122
2018-03-26,1229.8603515625,1234.4007944282082,1214.3834295138256,1230.7335218511494,2964210
2018-03-27,1243.263427734375,1249.943201403202,1232.5016471371612,1233.3529668054648,2494574
2018-03-28,1243.896728515625,1255.182499011578,1233.3532381592029,1238.1119743897455,6865654
2018-04-02,1270.3099365234375,1272.2091245574104,1239.9018235219785,1239.9018235219785,1662988
2018-04-03,1271.0084228515625,1279.1506926546592,1262.6478604897966,1262.6478604897966,1937290
2018-04-04,1270.8555908203125,1280.940749788267,1262.604174637924,1278.9542661626804,2841820
2018-04-05,1291.39697265625,1293.9291877449236,1274.9814356106824,1277.6882421172645,1809424
2018-04-06,1288.05712890625,1292.2919833448482,1277.6882320804255,1289.6724725677977,1129018
2018-04-09,1276.5311279296875,1293.819940479918,1272.645563185072,1283.4291938093515,1235866
2018-04-10,1282.5125732421875,1291.091428764063,1277.3171460287244,1277.3171460287244,1184532
2018-04-11,1315.9332275390625,1320.6702195568785,1286.005397586262,1288.1883235690007,3124416
2018-04-12,1370.5496826171875,1375.242972125234,1313.2260415408132,1314.1210622530014,6114360
2018-04-13,1376.6837158203125,1414.8849092586104,1367.428133699178,1375.2429637787236,8179118
2018-04-16,1391.6806640625,1397.0506829308017,1358.1073073769355,1360.39937950222,6270274
2018-04-17,1382.4906005859375,1394.8677258321436,1374.0207845884927,1391.6806328688826,3301724
2018-04-18,1379.2159423828125,1394.21257563999,1373.4311901838778,1382.228336741714,2433066
2018-04-19,1393.2086181640625,1404.581682307581,1382.1193983126705,1388.2970353697744,4820952
2018-04-20,1485.459228515625,1494.1473375747594,1414.5359871444884,1418.901838956663,18465662
2018-04-23,1488.16552734375,1553.3258433983074,1479.826817181781,1494.867150223144,15185910
2018-04-24,1478.12451171875,1503.2281585444277,1459.2859046057067,1488.7554030532415,8314336
2018-04-25,1515.0596923828125,1520.6261533230563,1469.1309536287897,1477.8408064882417,8196574
2018-04-26,1545.183837890625,1554.2429788488027,1513.6405639519098,1513.6405639519098,12135034
2018-04-27,1507.0699462890625,1547.2576269059882,1493.1210733686455,1538.9625098317179,4501330
2018-04-30,1542.0625,1549.4407466344178,1500.805202012693,1507.0701351615644,3458558
2018-05-02,1527.9385986328125,1542.1057628357578,1515.5177747097532,1541.3635895344366,3158046
2018-05-03,1520.124267578125,1539.3994621102258,1515.1252816152437,1532.326802972337,3761550
2018-05-04,1519.643798828125,1526.7383076928688,1514.9505083483714,1524.5553818883322,2347244
2018-05-07,1493.53564453125,1523.6818643396107,1489.1479433463958,1523.6818643396107,3484426
2018-05-08,1502.37646484375,1522.1537890856823,1482.9484299622607,1499.538661995892,2992820
2018-05-09,1523.376220703125,1525.755587883662,1501.9398523320951,1501.9398523320951,2615050
2018-05-10,1506.7646484375,1532.9160588819536,1501.9403607337035,1529.3360816143854,3858678
2018-05-11,1509.2529296875,1521.499163786832,1502.9442959357732,1508.052320591255,2627876
2018-05-14,1499.0367431640625,1515.3868333150713,1489.1044324588138,1509.2746421118413,2433894
2018-05-15,1520.3638916015625,1526.2141958251825,1499.1022188009613,1506.2185771643258,1952890
2018-05-16,1525.3848876953125,1531.9773664186198,1517.2426168841005,1519.294545872013,1648450
2018-05-17,1524.46826171875,1542.5209962481642,1517.570194064456,1533.7019962999493,2968048
2018-05-18,1528.9429931640625,1535.7755078907396,1509.711396651947,1519.6655590464068,1874996
2018-05-21,1552.8243408203125,1568.2139684337,1535.9285156517612,1540.5781051890451,3446178
2018-05-22,1531.933837890625,1560.770313028188,1525.297763855305,1553.3702148568366,1857416
2018-05-23,1525.90869140625,1547.6942461998626,1519.7527985956901,1538.9625438235587,1507298
2018-05-24,1573.3216552734375,1578.255088069682,1529.0738206991216,1532.4136539763717,2962316
2018-05-25,1565.5072021484375,1604.3632842204831,1559.7224483568127,1582.621320350174,3769772
2018-05-28,1528.9429931640625,1578.910140541286,1521.9357804305055,1578.910140541286,3716798
2018-05-29,1538.3079833984375,1547.2579801799525,1522.8092084841066,1541.1020860998312,3525312
2018-05-30,1534.2039794921875,1542.4553965212965,1520.4078455662088,1531.9992030790436,3779106
2018-05-31,1532.8826904296875,1548.7305337735972,1519.7201116117897,1526.6755754632966,5049371
2018-06-01,1525.311279296875,1547.3662437122284,1511.0923241185149,1544.2847177645797,1603856
2018-06-04,1535.700439453125,1539.8825103073043,1507.8346195297322,1536.3607664301007,1681483
2018-06-05,1515.7584228515625,1542.4356735923527,1506.5579106932337,1535.480208492353,2449568
2018-06-06,1519.4124755859375,1527.4684867385624,1510.1238324988774,1516.9912765085153,2236512
2018-06-07,1528.040771484375,1539.8825929167078,1517.695648290109,1518.752128519909,2414762
2018-06-08,1538.2098388671875,1547.1903512806439,1527.5565838981352,1527.5565838981352,2582138
2018-06-11,1540.499267578125,1552.2091127231497,1534.6003876780771,1538.2101548172911,2179378
2018-06-12,1568.056396484375,1571.5781402159514,1543.4041903633404,1546.9259340949168,4608875
2018-06-13,1606.0029296875,1612.6502630023078,1583.0235766822882,1598.8714211652032,5370983
2018-06-14,1573.8233642578125,1613.2228739927755,1570.6977735681296,1611.1978282677564,3819998
2018-06-15,1620.04638671875,1626.2533963475912,1574.7478877428634,1584.784880145472,9183574
2018-06-18,1610.3175048828125,1644.6104453893195,1604.2865395498136,1644.6104453893195,4674987
2018-06-19,1606.355224609375,1619.1215445637931,1603.273699103136,1604.2862218359164,3245034
2018-06-20,1604.5501708984375,1616.7442926338551,1601.1605145842004,1612.9583757269997,3107695
2018-06-21,1601.8211669921875,1612.9587035526765,1600.2804040384663,1612.9587035526765,2910659
2018-06-22,1593.413330078125,1608.5567883246338,1584.388859864481,1608.5567883246338,2949458
2018-06-25,1601.733154296875,1604.4624843359059,1590.0673775787584,1595.2619713482595,2083217
2018-06-26,1630.5673828125,1638.4913063790834,1603.2738683053792,1605.0347402090645,4679712
2018-06-27,1635.8497314453125,1659.7535851301768,1629.906789740654,1637.6106030615078,4081208
2018-06-28,1622.379150390625,1647.2955287432633,1607.9400879626799,1642.0129134720396,4888125
2018-06-29,1626.8250732421875,1644.125656333308,1622.0267416419429,1624.3158529789855,3506276
2018-07-02,1629.9952392578125,1635.6741161942505,1620.9707698583384,1630.5675441781655,2650290
2018-07-03,1649.9813232421875,1655.1318529541636,1635.013909478261,1637.567088199078,3242233
2018-07-04,1643.025634765625,1655.1316295583645,1635.1017109012864,1655.1316295583645,2700614
2018-07-05,1655.483642578125,1661.8227379793238,1639.4596449374596,1649.056417608092,2472571
2018-07-06,1684.2296142578125,1691.3171654110688,1656.6720383069548,1657.7285182729347,3713781
2018-07-09,1657.8609619140625,1694.3110332355511,1652.1381280041096,1693.9588373460733,6151747
2018-07-10,1650.9052734375,1671.8596900712816,1647.075398909394,1671.0672762956194,5303302
2018-07-11,1743.1751708984375,1759.1110402081072,1667.677787666283,1672.828316514216,22903802
2018-07-12,1735.6473388671875,1752.8599041871396,1726.0946305780826,1746.7848748109748,6921701
2018-07-13,1744.23193359375,1759.0233030415657,1737.9808587881662,1738.861294886843,4148185
2018-07-16,1751.3634033203125,1757.3504116405938,1741.0182794040916,1752.0677951727364,2582159
2018-07-17,1766.3167724609375,1772.359889420632,1747.658009428707,1754.7156894263996,3315492
2018-07-18,1764.6405029296875,1774.741764069274,1758.2886341847773,1768.8310003119727,2013869
2018-07-19,1748.01123046875,1773.6393709710535,1737.9540131184615,1766.27293768221,1746318
2018-07-20,1761.4202880859375,1764.419823323916,1750.3044647373247,1751.0984751961485,1934995
2018-07-23,1769.4046630859375,1773.198101803355,1752.0692135285542,1765.3023646881354,2086201
2018-07-24,1763.5377197265625,1777.653079164094,1750.436923286933,1777.653079164094,2038423
2018-07-25,1748.098876953125,1766.184179490364,1736.5419490652164,1766.0959800407045,1535492
2018-07-26,1733.2779541015625,1751.1868602833881,1724.8087595901595,1742.3206066546632,3503036
2018-07-27,1714.7957763671875,1733.2339878610553,1711.7521947861178,1729.881546610659,2033977
2018-07-30,1715.54541015625,1724.4557089203565,1704.0326351725444,1714.1338958050837,1579251
2018-07-31,1711.6636962890625,1717.6627670060082,1700.9007780110855,1713.2517172705022,2204803
2018-08-01,1743.688232421875,1748.1434364263057,1720.1332662368827,1720.26551159626,2425180
2018-08-02,1718.897705078125,1751.1865642714536,1715.8981700292077,1746.7755149911727,1509287
2018-08-03,1746.29052734375,1748.5843594785763,1726.0438510836505,1726.0438510836505,1505131
2018-08-06,1742.85009765625,1763.4937265580556,1739.9387614307873,1761.7734600467904,1532249
2018-08-07,1735.6158447265625,1746.0259659397652,1729.5727276856292,1745.1878018137813,1353521
2018-08-08,1741.4825439453125,1745.2760900305668,1730.8960239213288,1739.718123941315,1315062
2018-08-09,1741.79150390625,1747.4818237136494,1734.4250710482181,1746.7760125511047,2060297
2018-08-10,1758.332763671875,1761.3322992685642,1739.7623074255575,1747.613890424998,2784105
2018-08-13,1764.55224609375,1768.1692853362013,1755.597793598124,1762.479074257729,3559575
2018-08-14,1767.5518798828125,1786.122335676482,1748.893116936257,1757.3623113562705,3311765
2018-08-16,1771.9185791015625,1782.1081464941865,1760.0087454854954,1764.6845010188288,2152065
2018-08-17,1775.66845703125,1783.7407013403379,1767.9491183160478,1776.6388666456849,1213731
2018-08-20,1773.19775390625,1785.5928461371677,1767.6839420048875,1785.5928461371677,1587032
2018-08-21,1779.9910888671875,1785.5931010202987,1767.9489004173313,1773.3745136410746,1376866
2018-08-23,1795.3853759765625,1797.9438062676757,1782.3287338531943,1784.5342586400782,3046791
2018-08-24,1802.3546142578125,1805.0012436473246,1791.7680966997636,1795.3851353271052,1570533
2018-08-27,1809.32421875,1816.4702051762242,1795.2971673305567,1802.354846612446,1532702
2018-08-28,1825.4688720703125,1827.939103124167,1810.2949032870613,1812.9415332626272,1987983
2018-08-29,1827.939208984375,1831.9974613352517,1804.6488423122662,1828.380314005848,1525867
2018-08-30,1837.1138916015625,1839.4077235972525,1822.2046297794363,1824.4101546278744,2408020
2018-08-31,1833.5849609375,1845.583101671466,1829.7033235500098,1837.0257087604475,2504554
2018-09-03,1811.0887451171875,1843.818820865777,1807.1188002875722,1839.2313721393243,1439711
2018-09-04,1851.670654296875,1856.8316694280647,1814.661984446822,1817.176369332955,4420803
2018-09-05,1834.335205078125,1859.0370859208267,1830.6299660283814,1852.6410632026273,1681106
2018-09-06,1830.8505859375,1836.3202452487985,1817.6174349988826,1830.5858798420643,2238097
2018-09-07,1834.86474609375,1838.5258318224087,1822.1166379570368,1834.3794874664604,1312182
2018-09-10,1835.6583251953125,1846.818194737647,1829.9239606086157,1838.878305309913,1530539
2018-09-11,1805.222412109375,1842.9368937795894,1801.6494181376372,1842.9368937795894,3679745
2018-09-12,1803.1927490234375,1825.2038413282269,1799.7080632521258,1810.603440866785,2307661
2018-09-14,1822.1163330078125,1827.542053395837,1780.4320208266163,1803.2371263509947,3642038
2018-09-17,1829.835693359375,1833.0558889274737,1812.5445074585973,1826.174608196741,1033857
2018-09-18,1826.83642578125,1833.9382596233538,1815.2354500009633,1828.821398355442,1456507
2018-09-19,1833.14453125,1842.9371508521012,1823.396280618955,1827.8512699263463,1301268
2018-09-21,1855.419921875,1871.1674569232207,1808.6627907024724,1832.3502159498019,4508530
2018-09-24,1939.49462890625,1950.1253030172293,1851.0089183821196,1865.874243782601,3032226
2018-09-25,1926.0406494140625,1951.360030977606,1900.1037639847314,1945.184561553167,2868778
2018-09-26,1889.82568359375,1939.9793981158039,1883.6062766567377,1929.3928802543262,1970951
2018-09-27,1931.025390625,1949.419339380374,1884.224108357797,1889.6054599772513,3311802
2018-09-28,1926.48193359375,1932.0398996694591,1904.559144327481,1921.4533796712703,2904371
2018-10-01,1989.8687744140625,2007.8657719517648,1932.348726478242,1932.833769663274,3772208
2018-10-03,1908.0882568359375,1989.3838337791683,1901.6922334235653,1985.2374892643656,3902322
2018-10-04,1821.58740234375,1902.6182683426825,1814.1327703013674,1902.5743301456744,4762419
2018-10-05,1854.978515625,1870.2849431764744,1782.8579657200899,1808.5302516564966,3417624
2018-10-08,1832.8353271484375,1872.225915315261,1806.8982253538038,1854.9786676930553,2010154
2018-10-09,1845.4071044921875,1859.3900051519715,1811.3537089542908,1835.3058420648804,1867130
2018-10-10,1802.8841552734375,1857.8899217680973,1790.003912091932,1852.640815866465,2749573
2018-10-11,1746.73193359375,1775.8890219639638,1712.3698915211394,1751.1871379028653,4700256
2018-10-12,1692.34326171875,1745.0111486597848,1678.845407431532,1745.0111486597848,9373289
2018-10-15,1719.868408203125,1725.2058218207596,1693.843213003334,1711.4874131387855,2638151
2018-10-16,1731.16064453125,1739.6298385939829,1707.0762695890717,1727.3670986332827,2815425
2018-10-17,1702.135986328125,1754.715680505288,1693.843190834667,1737.9536905959865,2779207
2018-10-19,1687.8441162109375,1701.783077182613,1649.7768411509705,1701.783077182613,3428776
2018-10-22,1678.8455810546875,1690.3143107203264,1664.6860678908358,1688.5498907717667,1778496
2018-10-23,1629.9122314453125,1677.9613127856974,1624.0331567899505,1669.120631474919,2752811
2018-10-24,1634.2000732421875,1656.7438124186417,1601.135900866358,1637.3385585302237,2735913
2018-10-25,1638.1785888671875,1659.3078431945055,1613.4689226126548,1630.221974026494,2507233
2018-10-26,1590.52685546875,1638.973829247261,1583.4543108539874,1638.973829247261,2285970
2018-10-29,1654.091552734375,1660.2357833732392,1577.487023911538,1599.0140623540753,2609483
2018-10-30,1675.133056640625,1688.0404353085091,1631.1064016561568,1650.555908884577,2404883
2018-10-31,1713.45703125,1718.5404240759326,1658.0258829882985,1679.7298033516352,2769190
2018-11-01,1711.3353271484375,1718.9382934575317,1680.8792153266793,1718.319488773193,2769759
2018-11-02,1691.6201171875,1727.999542256315,1684.1497846696093,1709.9645308525364,1818635
2018-11-05,1671.6405029296875,1703.9089954831627,1666.2477079496546,1688.5704322503464,1713366
2018-11-06,1708.638671875,1712.8822426629279,1671.7730688390177,1674.4252736018507,1398710
2018-11-07,1716.9930419921875,1723.0488874577918,1712.440069269237,1715.0922738163756,144530
2018-11-09,1687.8631591796875,1734.497762114848,1684.1501154783139,1733.6579403952617,2570479
2018-11-12,1692.858154296875,1720.4852885352059,1687.2443422033448,1687.2443422033448,2552008
2018-11-13,1710.6279296875,1714.2084495029053,1682.3819904095044,1692.9908101073047,1418432
2018-11-14,1662.623046875,1706.163410044966,1653.2076980271363,1701.831453851464,2422318
2018-11-15,1655.72705078125,1678.845455012965,1642.2450111872806,1647.9030690595928,1829123
2018-11-16,1667.8834228515625,1679.5531904896295,1653.4289260866383,1670.0052085965297,1829729
2018-11-19,1681.8956298828125,1686.2275859709368,1648.168511861713,1678.8456375317855,1740628
2018-11-20,1660.50146484375,1681.4980892494675,1656.9209446724253,1681.4980892494675,1190182
2018-11-21,1601.931396484375,1654.1356609334418,1590.0407237120746,1654.0914143610737,3840461
2018-11-22,1602.41845703125,1633.404994253008,1600.1197925187018,1609.00472441157,3194219
2018-11-26,1632.0784912109375,1644.3670623465814,1577.6199047083196,1608.1202615099094,4333177
2018-11-27,1671.1102294921875,1677.8733740784617,1622.5748545958984,1639.0627512120172,3344839
2018-11-28,1753.9029541015625,1758.4116804163693,1664.2584154770313,1670.0048588770849,5313249
2018-11-29,1733.260009765625,1765.4842535495995,1717.3467816414925,1765.4842535495995,4035441
2018-11-30,1740.0677490234375,1760.1803065188183,1732.6415523645173,1738.0785949854328,5268901
2018-12-03,1752.576904296875,1759.2958013515051,1740.1115636699913,1753.991391900194,1610576
2018-12-04,1777.7288818359375,1785.2877096587026,1742.4987784469786,1753.10759901591,3270615
2018-12-05,1774.1041259765625,1784.0498947156862,1754.8756397475902,1773.4410747272875,2501539
2018-12-06,1761.682861328125,1783.165764223149,1750.1015881615397,1766.368466493729,2321216
2018-12-07,1763.892822265625,1771.5842803252879,1744.2665514732073,1754.9196164070731,1680420
2018-12-10,1746.741943359375,1777.8610999524644,1732.7736230267678,1746.0346456519728,2010786
2018-12-11,1768.136474609375,1776.977156982422,1733.6578133544922,1741.6144274902344,2942014
2018-12-12,1782.9892578125,1787.586370494042,1754.8315919028971,1769.1093186713067,2219993
2018-12-13,1752.7535400390625,1794.3931294472118,1745.5926094139695,1789.3539840232334,3748429
2018-12-14,1759.074951171875,1767.2083366014265,1746.2559604484213,1753.1074899730258,2473761
2018-12-17,1763.0975341796875,1772.4686370029126,1754.8756554477218,1767.2526122115848,1227921
2018-12-18,1757.39501953125,1769.9046066414087,1747.272481406914,1760.975539050741,1768742
2018-12-19,1740.244384765625,1754.6989893237546,1732.818296600372,1754.6989893237546,2498833
2018-12-20,1727.513671875,1745.946473995175,1720.3968790281704,1727.2926548042103,1940277
2018-12-21,1676.0164794921875,1723.9329311284698,1667.8388489214499,1722.1647947888507,3729956
2018-12-24,1696.0848388671875,1714.1198517007615,1684.1499181871213,1684.8572159133325,1864116
2018-12-26,1670.1815185546875,1699.0022267993454,1653.428470151766,1699.0022267993454,2446614
2018-12-27,1687.641845703125,1716.5950775114538,1655.0639560765323,1687.686092277856,4968201
2018-12-28,1676.2376708984375,1697.411062600459,1673.54121953264,1692.9907212916037,2239130
2018-12-31,1673.585693359375,1687.6865408818983,1667.4855999411614,1686.8024725000846,1879740
2019-01-01,1682.205078125,1688.570326239766,1666.4686203989315,1676.1933709688988,1094883
2019-01-02,1700.328857421875,1710.1861340980054,1679.7300198011205,1684.1503619584919,2100463
2019-01-03,1679.6854248046875,1719.468495969057,1673.62957888892,1696.5269680983322,2611668
2019-01-04,1659.2635498046875,1680.7905910993795,1627.5697231670185,1679.729752317944,4280862
2019-01-07,1677.873291015625,1687.5096573154883,1662.9325147802583,1672.4804958315626,1856423
2019-01-08,1674.0274658203125,1685.3877211667675,1664.9657663234984,1684.5036529231759,1691756
2019-01-09,1668.192626953125,1696.527058990054,1650.2902439700356,1686.2718883464026,2414376
2019-01-10,1669.607177734375,1684.1500576368614,1655.0641899133982,1670.8890335609806,3053461
2019-01-11,1628.9403076171875,1657.6282846290985,1622.2655478903444,1653.2079425367542,9209862
2019-01-14,1603.03662109375,1636.4101947577728,1600.1633995200264,1635.5261265812424,3615370
2019-01-15,1651.2630615234375,1652.6333028428166,1598.3957260882903,1600.1638629534323,7711653
2019-01-16,1653.340087890625,1657.6277968748461,1632.873888441515,1653.2074560831797,2359280
2019-01-17,1678.280029296875,1681.558049674361,1657.9028769562478,1663.8387867694678,2625816
2019-01-18,1683.9061279296875,1687.0512326803766,1662.067111471488,1666.4969278666679,1683728
2019-01-21,1691.0377197265625,1711.6807031434369,1679.2987086930993,1685.1018102374828,2409803
2019-01-22,1685.0135498046875,1699.499027509946,1674.470565355818,1689.6205155076464,2457093
2019-01-23,1661.712646484375,1688.7345255510668,1656.7512739250428,1684.2161346157789,2578169
2019-01-24,1684.703369140625,1687.981389726386,1661.1810028799232,1669.8634855148975,1962927
2019-01-25,1701.75830078125,1714.3389360182023,1684.2161846876497,1685.1021479620779,2327080
2019-01-28,1732.0584716796875,1738.2602155680547,1705.9225510072831,1712.5672766019622,2769033
2019-01-29,1756.6435546875,1762.225166170613,1715.800672335066,1738.259818079372,2557626
2019-01-30,1755.4473876953125,1762.6236675012717,1731.747873693976,1753.852610782967,2429575
2019-01-31,1784.41845703125,1789.4241707343135,1758.6369495767358,1760.4088759742942,4094319
2019-02-01,1798.4610595703125,1802.7137264384958,1770.2431516329734,1780.3431543325505,3064163
2019-02-04,1816.4459228515625,1821.0528879071312,1792.3034273521332,1798.4608278984908,1590764
2019-02-05,1811.3961181640625,1820.6543904174553,1796.733383828029,1816.2245743823764,1111404
2019-02-06,1838.1964111328125,1848.872310491088,1808.2951544257996,1816.1357986269895,1789812
2019-02-07,1845.372802734375,1858.7065931656844,1831.2860733057198,1838.1522886265323,1339945
2019-02-08,1826.3243408203125,1851.2199917178837,1817.1104106309544,1838.3735261137153,1684474
2019-02-11,1830.31103515625,1856.9786103069207,1815.2496628398294,1825.0839395192063,1778730
2019-02-12,1817.642333984375,1833.9439716570312,1787.8738815477725,1833.9439716570312,2422903
2019-02-14,1811.4403076171875,1838.373610088933,1801.2074977135624,1825.128503724358,1724085
2019-02-15,1798.239501953125,1817.9965249924492,1781.6276916004892,1815.3386353360274,1930065
2019-02-18,1745.6134033203125,1809.0925825205723,1738.8357629498228,1805.2386640823909,2942184
2019-02-19,1687.58251953125,1746.2332322190252,1676.2421488373393,1745.3472691382444,4408554
2019-02-20,1696.3980712890625,1713.2757138481402,1666.7626449134616,1696.6195620935134,4645778
2019-02-21,1695.91064453125,1718.768537412428,1680.7164627950988,1696.3979675311582,4683919
2019-02-22,1706.054931640625,1709.9088496458778,1687.8483459660831,1698.5684782639555,2271955
2019-02-25,1758.7698974609375,1763.0667974226849,1710.3519861429613,1712.123912572532,2934880
2019-02-26,1806.213134765625,1811.9276623024223,1747.3409233143104,1757.7509909269068,6453309
2019-02-27,1823.4007568359375,1838.3291054074932,1791.4174021569215,1807.3647380811672,4732082
2019-02-28,1757.263671875,1835.1399672048728,1752.0808087669845,1825.0841983301516,8454295
2019-03-01,1767.8514404296875,1776.35666768239,1754.5176476193208,1767.5413748608069,4148548
2019-03-05,1761.383544921875,1778.1282722546844,1751.1949673778147,1776.3563457252826,2449622
2019-03-06,1771.5721435546875,1785.2159996234598,1758.6814427897266,1762.446786709528,2635047
2019-03-07,1783.7095947265625,1793.2336982770848,1772.103391321904,1776.3560575625204,2539884
2019-03-08,1792.037353515625,1801.1628158622973,1780.8300078560815,1794.0751117172415,2031071
2019-03-11,1785.0386962890625,1801.1631832480855,1775.1601849920005,1797.5307557627896,3111689
2019-03-12,1782.9566650390625,1793.898397486755,1774.58435574691,1784.3742927317478,2658550
2019-03-13,1772.3692626953125,1786.0131166899346,1752.9666482870339,1783.4438019523438,1833163
2019-03-14,1760.7635498046875,1778.837223429602,1755.093362842974,1776.3121414104507,1905495
2019-03-15,1807.320556640625,1833.0134890150048,1763.952701978964,1770.9518327729797,5184318
2019-03-18,1792.12646484375,1829.15977111643,1781.6720554701776,1810.0228788292259,2349915
2019-03-19,1792.12646484375,1798.5053568396124,1767.585218483689,1798.5053568396124,2373993
2019-03-20,1785.260498046875,1811.617907803413,1771.9267063218736,1796.7336802103798,3091165
2019-03-22,1776.9320068359375,1786.101703774463,1757.1307521368499,1785.2157406277495,3148149
2019-03-25,1757.972412109375,1778.836887928285,1751.7263285292474,1778.836887928285,2429205
